"","Movie_Name","Reviewer_Name","Content_Review","Date","User_Rating","Reviews"
"11","Joker","logical_guy"," MASTERPIECE 😍
","1 September 2019","
            10/10
            ","Joaquin Phoenix gives a tour de force performance, fearless and stunning in its emotional depth and physicality. It's impossible to talk about this without referencing Heath Ledger's Oscar-winning performance from The Dark Knight, widely considered the definitive live-action portrayal of the Joker, so let's talk about it. The fact is, everyone is going to be stunned by what Phoenix accomplishes, because it's what many thought impossible - a portrayal that matches and potentially exceeds that of The Dark Knight's Clown Prince of Crime"
"12","Joker","ernestoherreraf"," Is it great? I don't know.
","25 October 2019","
            7/10
            ","When I heard everyone saying that this is the film of the year and all the reviews flooding in with 10's, I was quite hyped and excited for this movie. When I walked out of the cinema, I felt hollow and empty.Before I continue writing, let me say this, This is NOT the film of the year nor is it a real masterpiece. The cinematography is excellent and the acting is incredible, that's just it. The side-characters are bland and overly dramatic. The plot heavily relies on plot-twists and the film is so harsh that it actually falls flat on it's face.Are there no good points though? Phoenix is phenomenal and the score is great. The cinematography is also incredible but the plot is not that great at all. It even has plot holes and scenes that left me empty.Film of the year? Nope."
"13","Joker","Red_Identity"," Well filmed but empty
","11 October 2019","
            5/10
            ","What can I say about it that hasn't already been said? It's not a terrible film, but it's not a great (or even a really good one) either. The technical aspects are great. The score and cinematography are really good. Many individual scenes are also good. But as a whole, it just feels unnecessary. Not just that, but tone deaf as well. What it's trying to say about mental illness is problematic. Why? Because it's not really sure what it's trying to say or if it's even trying to say anything about it at all. Instead, it was added in there because, well, it's easy right? Joaquin Phoenix really does excel in many scenes of the film, but I'm not sure I would want him winning an Oscar for this. Overall, it's also just not that interesting. It's kind of... boring at times. And for a Joker film to be boring? That's a crucial offense. And I guess everyone is entitled to their opinion, but I seriously wonder if those people calling this a ""masterpiece"" have even seen Taxi Driver or The King of Comedy."
"14","Joker","cherold"," Superficial and often tedious but what a performance!
","5 January 2020","
            10/10
            ","In the non-canonical origin story Joker, Joaquin Phoenix plays a deeply disturbed man named Arthur Fleck as he experiences through a series of traumas that turn him into the notorious supervillain.Phoenix is terrific as the agonized loser with a compulsive-laughter condition. He's weird and creepy and full of angst and anger and self-loathing and everyone-else-loathing.The first half hour is simply a grinding, agonizingly slow moving portrayal of Arthur's life. Then there's a moment of stunning, electrifying violence. And then everything gets tedious again.Joker is not a supervillain movie, it's an artsy character study, and if you like those then this might appeal to you. But there's a superficiality to it all. Arthur is deeply disturbed and living in a city where society's have-nots are increasingly disenfranchised, but the script and director don't really seem to have anything to say about mental illness or inequality and injustice.In the run-up to the film, director Todd Phillips criticized ""woke"" culture and the far left, and perhaps that's part of the problem. Woke culture says we need to think about things deeply, and Phillips really, really seem loathe to delve into what it means to be mentally unstable and poor in the greater societal sense. He's only concerned with how it effects Arthur. Arthur is also only concerned with how it effects Arthur, and the result is a film that seems to accept that Arthur is a victim of an unjust society while never really considering why the society is unjust or how much of Arthur's problems might be the result of his own narcissistic self pity.But the main problem with the movie is it's slow-moving and dull far more often than not. I wouldn't recommend it."
"15","Joker","johnnash-18420"," Joaquin 'OSCAR', Joker = best Dark suspense thriller ... Darker than dark Knight.
","1 September 2019","
            10/10
            ","It's sad that Joaquin missed Oscar for 'The gladiator' as he was very compelling Villain. But I am quite confident he will win it for the 'Joker'. Damn what a movie !!! Keeps u on the toes all the time. Unpredictable storyline and really a deep interesting plot. Did I forget to mention acting ? Damn Do niro and Joaquin teach u what really is 5 star acting.
To enjoy this movie, get a wine in your hand, close the curtains, turn of ur cellphones and put do not disturb sign on ur door. Best Dark thriller suspense movie you will get to experience."
"16","Joker","kdagoulis26"," The Hype is real
","4 October 2019","
            10/10
            ","Most of the time movies are anticipated like this they end up falling short, way short. Joker is the first time I was more than happy with the hype. Please ignore the complaints of ""pernicious violence"" as they are embarrassing to say the least. We haven't seen a comic movie this real before. If we ever ""deserved"" a better class of criminal - Phillips and Phoenix have delivered. This is dark, Joker IS dark and you will fall in love with the villain as you should. The bad guys are always more romantic anyway."
"17","Joker","burkholdermicah"," Joker > Endgame
","2 September 2019","
            10/10
            ","Need I say more? Everything about this Movie is Masterful in every single way! Joker isn't just an awesome comic book movie, it's an awesome movie, period. It offers no easy answers to the unsettling questions it raises about a cruel society in decline. Joaquin Phoenix's fully committed performance and Todd Phillips' masterful albeit loose reinvention of the DC source material make Joker a film that should leave comic book fans and non-fans alike disturbed and moved in all the right ways."
"18","Joker","Hitchcoc"," It's About a Man
","7 March 2020","
            10/10
            ","While I've watched many of the superhero movies that have come down the pike,
they are often the same. So the compensation for sensational plots involves great special effects and non-stop action. They are fun and I don't mean to dis them. What is missing is a truly psychological drama. We don't get into the heads of the characters. This film is incredible as we watch a man confront his demons. We see him made fun of, attacked, and beaten. When he responds, he is seen as crazy. He also find that he is diminished in the eye of a counselor, and his mother has kept a secret. I thought it gave us a foundation for the Batman mythos without getting to deeply into it. Acting, atmosphere, and a sophisticated plot makes this a really excellent film."
"19","Joker","saveliydalmatov"," Society is terrible
","2 January 2024","
            10/10
            ","This is probably one of the most successful examples of a gorgeous solo film about some popular character.The Joker was played by the inimitable Joaquin Phoenix (known for his role in Gladiator), and people comparing him to Ledger are very narrow-minded, because Phoenix showed us a completely new Joker, who is gorgeous in his own way.The plot tells about a sick man Arthur, who suffers eternal ridicule over himself, lives and cares for his mother, and also dreams of being accepted by people, thanks to his performance on Murray's favorite humor show (De Niro)
As a result, we will see a man becoming a monster because of our society, of course not without his mental illness, but the nature of people clearly pushed the main character to become a Joker.This is a gorgeous dramatic thriller, with some cool reference for the future (little Bruce, Thomas Wayne, etc.), which is a must-watch! (And not only for DS fans)"
"20","Joker","pejv22"," Venice 76 review
","1 September 2019","
            7/10
            ","I have just watched the Joker in Venice and I will say if Joaquin doesn't get an Oscar this year then something is wrong with this world. This perfomance is just jaw-dropping, it glues you to the screen and doesn't let go till the end. Story is very good and has some interesting connections with Batman lore(especially one you can't guess from trailers). There are some scenes that are so tense ,well-acted and imaginative that push this movie to 10. Cinematography and direction are great, Todd has proven himself as a director. Robert is also good in his ""small"" role. Will definitely see it again as soon as it out in October."
"21","Joker","HakuMashentay"," OMG - Am I getting old or are people getting more stupid
","2 November 2019","
            8/10
            ","I was so hyped up to see this movie, loved the trailer, only movie I have wanted to watch in the cinema for a very long time.I watched it and was bored. the aesthetics were amazing, music was good, story and execution was meh. the performance of the joker was a good performance but people raving about this are driving me mad. either you have not seen many movies or I have seen too many.this movie was bang average and was actually boring. I was actually thinking about leaving half way through as I was bored out of my mind.I do not regret watching it but it is being so overhyped that I am so confused right now. I think it had a good premise but could have been so much more, so much more.Signs of a great movie is the repeat viewing of it or it moving you, joker did not move me whatsoever and I would not watch it again.I thought maybe people are getting paid to write good review but have actually met people who think it is the best movie ever.... OMGGGThis movie is bang average and way overhyped.phoenix performance is good but as the story and execution is so bad, I feel he never even touched the higher spectrum of performance he could have with the character.I have experienced and seen worse in my life, if this made you feel, you are (i hate this word but have to use it) a snowflake. Please get off social media and live life.there is a real world out there."
"22","Joker","Nhirscher"," ""That's Life.""
","4 October 2019","
            7/10
            ","In an era of cinema so saturated with superheroes and gritty remakes, Todd Phillips and Phoenix somehow take a character so deeply intrenched in pop culture and create something compelling and unique. This film is unafraid to be bleak and scary without offering much to the viewer as a means of comfort. The only way we can deal with the harsh cruelties of the world is by treating it as a joke. Upon leaving this movie, you will not hate Joker, you will hate the world that made him.Phoenix simply cannot be praised enough. He brings both sympathy and tragedy in the way he moves his eyes, the way he contorts his shoulders, the way he laughs. A lesser actor would be unable to swing his moods from as far extremes as Phoenix does nor add the layers that Phoenix intricately builds for his character. The way he twists and writhes his body is mesmerizing and brings even more tragedy to the Joker. This is Phoenix's movie.As for the technical side, this movie is far different than any other super hero films of recent years. The cinematographer and director choose a shallow focus, giving Pheonix a) the undivided attention of the viewer and b) a more personal feel to the film. There are wide shots with deep focus, but they are used sparingly because this movie is about a character, not action or explosions. The color palette of this movie is intentionally composed of dour greens, blues and tepid yellows--- all of which gives the world a sickly feel. The soundtrack is used affectively, bringing waves of optimism to intentionally clash with our protagonist's angry depression. This film will likely be compared to The Dark Knight and DCEU films, which I don't find to be fair. This film is far more akin to The Machinist and The King of Comedy in tone and visual style.I recommend this film, and I think anything short of an Oscar nomination for Phoenix would be disrespectful to the effort he gives. However, I have one gripe I would like to voice. I found the tie-ins to the Wayne family to be unnecessary. It came across as pandering to an audience that loves Easter eggs more-so than the story itself. In my opinion, I think the story would have worked even better if it had distanced itself from the Batman story. Other than that, I had little issue with the rest of the film.Joker is a movie that tells us life is full of sadness, and then gives us a character whose purpose is to spread laughter and joy. I was going to finish this review with a joke, but, you wouldn't get it."
"23","Joker","romanwatson"," Between a 7 and an 8
","6 October 2019","
            5/10
            ","I thought this film was good but I just don't get the hype personally. The acting was amazing and the film was good overall but I think 'masterpiece' and 'film of the year' are a bit overused throughout the reviews. In no way did I dislike this film, I thought it was really good, just overhyped. I feel as though a lot of the 10/10 reviews are purely based on the fact that it already has amazing reviews and so people want to carry the praise further and that it is about the joker. If this film was released and was about some random guy in the same situation, I don't think the reviews would be as high but maybe that's the point."
"24","Joker","postofficecb"," Acting Cannot Save Mediocre Script
","30 May 2020","
            10/10
            ","They say it's all in the writing. And this is a great example of that. Good acting and production values cannot save a script steeped in tiresome stereotypes and a failure to delve into a character's identity. We meet the Joker when already imbalanced and his so-called descent into madness is really a couple weeks away; far from a descent, it's a stroll. This is not a character study, despite claims to the contrary. It's a showcase of a good actor overly contorting his body and laughing manically as a mistaken expression of madness. Where is the past? Where are the influences? Where are the conflicts? What are the seminal moments that create the spiral? Perhaps if he had really had that relationship, and had it gone sour, it would justify a descent. Instead, it's a fait accompli. This is lazy writing, focused more on fancy long shots of Joaquin Phoenix dancing crazily than producing something of value to the franchise."
"25","Joker","link9933"," Good lord
","6 October 2019",NA,"The acting, cinematography, sound design, and the script itself is phenomenal. This movie is a triumph. Joaquin Pheonix deserves an Oscar win for this tbh."
"26","Joker","benjaminskylerhill"," Yeah, it's that good.
","22 December 2022","
            10/10
            ","I did not expect the sequel to a decent spin-off Dreamworks film from over a decade ago to be one of the most poignant, introspective, genuinely hilarious, and heartwarming films of the year. But here we are.After an overly cheesy, somewhat clunky opening sequence, The Last Wish very quickly begins developing its zany assortment of characters into distinct quirky personalities with sympathetic desires and clear goals. The film juggles several character arcs and it's almost miraculous how it successfully handled all of them with proper set up and satisfying, emotionally weighty payoffs.The screenplay is wacky, witty, and also bursting with heart as it deals with weighty themes of trusting others and finding purpose in any circumstances. And it tackles these themes in ways that are always understandable to all ages but never insultingly oversimplified.What I also didn't expect was that the action sequences would be so well-choreographed and beautifully animated, and that the movie would often be terrifying and violent at times.I adored this film. I think it's Dreamworks' best film since Megamind and it's easily the best true family film of the year."
"27","Joker","GusherPop"," Darker, Better and Brings my childhood back
","22 December 2022","
            10/10
            ","""Puss in Boots: The Last Wish"" is as spry and light on its feet as its titular feline. The inherently alluring paradox of the swashbuckling kitty from the ""Shrek"" universe remains firmly in place 11 years after his first solo feature. He's a dashing adventurer, a charmer with the ladies, feared and renowned throughout the land -- but he's also unbearably adorable as he laps up milk from a shot glass with his pinky, sandpapery tongue. As always, the charismatic and sensitive Antonio Banderas finds just the right tone in exploring this furry animated figure's suave and silly sides. ""The Last Wish"" expands the roster of ridiculously talented supporting players from the Oscar-nominated 2011 original ""Puss in Boots."" Joining Banderas and his longtime friend and co-star Salma Hayek Pinault are Florence Pugh, Olivia Colman, Ray Winstone, Da'Vine Joy Randolph, and John Mulaney, among many others. They bring a surprising amount of substance to what might have been a purely playful endeavor. But of course, the fast-paced humor and elaborate visuals are the main draws of director Joel Crawford and co-director Januel Mercado's film. The film's aesthetics may rely too heavily on anime influences, especially during the action sequences, but the vibrant colors and rich textures are a delight. From the moss growing on a fearsome forest giant to the shiny silkiness of Puss' whiskers blowing in the wind, ""The Last Wish"" offers a variety of eye-popping details. And it frequently features dramatic shadows and subtle dissolves to transition from past to present or one scene to the next. But the film also manages to convey messages of selflessness and teamwork in a way that doesn't feel heavy-handed or cloying. And the stellar voice performances and dazzling visuals keep things so engaging you won't need a laser pointer or a catnip-stuffed mouse toy to entertain you."
"28","Joker","MissSimonetta"," I was actually moved by the existential crisis of this cartoon cat
","11 February 2023","
            8/10
            ","CS Lewis once said a children's story that only appeals to children is not a good children's film in the least. I can think of plenty of crummy kids' movies that illustrate the point, but I'd rather bring up a positive example-- PUSS IN BOOTS: THE LAST WISH.I cannot believe I am saying this about a Shrek spinoff, but this movie really is that good. It works on so many levels: as a high-speed comedy, all the jokes land, but as a story about mortality and the meaning of life, this film is oddly compelling and mature. The plot literally involves Puss running from the personification of death, hoping to cling to his life. In between the funny scenes, I was actually moved by the existential crisis of this cartoon cat. That's no small feat.This is truly a movie kids and adults can cherish."
"29","Joker","cardsrock"," Simply outstanding
","16 July 2023","
            9/10
            ","I can't say I expected this from a Puss in Boots sequel 12 years later. The Last Wish is a true standout feature of 2022 and one of the best animated films in some time.The new art style, clearly inspired by Spider-Verse, feels right at home in this world. I love how it blended the typical CGI look with the new, more hand-drawn style. That combined with some top notch humor and an incredibly emotional story makes this a terrific watch. The film is very singularly focused on Puss's arc, leading to some very satisfying story beats. I had a wonderful time watching this movie and I can't recommend it enough."
"30","Joker","bbevis-47954"," Aged like fine wine.
","23 December 2022","
            9/10
            ","Puss and Boots the last wish is a fantastic sequel and inarguably better than the charming first outing. The animation is brilliant, characters are charming, pacing is tight, very funny and the action is excellent. Not to mention there is a ton of heart. If I were to nitpick I think one of the antagonists trumps the other. One is played for more comedic purposes while the other is an Intimidating physical presence for boots to contend with. The Last Wish has something for everyone and it's probably one of the better animated movies I've seen in sometime. I really don't want to get into the story to avoid spoilers because the movie was a lot of fun, and it's best to go into it fresh. If anyone is considering taking their family to see the Last Wish like I did then The Last Wish is an easy recommendation. 100% worth the money. Two thumbs up for team friendship."
"31","Joker","ericstevenson"," My pick for Best Picture 2022
","26 December 2022","
            10/10
            ","The last ""Puss In Boots"" movie was made 11 years ago, as well as the last film the ""Shrek"" franchise, so surely they couldn't make something really great again, right? The story is pretty standard, as Puss In Boots is down to his last life and tries to get a wish on a magic star. It seriously has some of the best action I've seen in a long time. I don't even think this film qualifies as a comedy. It really is more like a straightforward action flick. Even its first five minutes are nothing but nonstop action from Frame 1 to Frame...whatever.This film does not take place before the Shrek films. We get to see some brief flashbacks with Shrek himself, albeit only for a few seconds. The villains are Big Jack Horner, Goldilocks and the Three Bears, and a wolf. I believe a poster called this character the Big Bad Wolf, but he isn't that, even if he's technically based on him (he's actually DEATH). Every one of these villains are unique with their own motivations. Every minute makes me eager to find out what happens next.So...who does get the wish in the end? Nobody! Everyone (except Big Jack Horner) realizes they had what they wanted after awhile. It even begins with another sequel hook with Puss In Boots going back to Far Far Away Land. Another Shrek/Puss In Boots movie? If it has such amazing cel shading animation with the best CGI of all, it deserves as many films as possible! ****"
"32","Joker","3xHCCH"," A Darker DreamWorks
","8 December 2022","
            8/10
            ","Puss in Boots (Antonio Banderas) becomes a popular folk hero in his country. After his latest conquest of a giant monster, he was killed by a freak accident with a church bell. When he woke up, Puss realized that he already spent eight of his nine lives, and that he only had one more life to live. At first he did not think it was a big deal, but a traumatic encounter with a sinister-looking Wolf (Wagner Moura) made Puss decide to retire from adventures.While living the life of a spoiled lazy lap cat, Puss learned about a Wishing Star from the family of Goldilocks (Florence Pugh) and the Three Bears (Ray Winstone, Olivia Colman and Samson Kayo) who were looking for it. Puss decided to search for the Star himself in order to wish for his nine lives back. Along with Puss on his quest were his old flame Kitty Softpaws (Selma Hayek) and a nameless little orphan therapy dog (Harvey Guillen).This sequel to the first ""Puss in Boots"" solo spin-off movie came out 11 years after the original. There is a very evident difference that can be noted in the style of its animation. On top of the 3D computer-generated images of the characters, there is now an additional 2D artistic style as if they were hand-painted (first seen in ""The Bad Guys""), especially noted most prominently in the character of the Wolf, and even in Puss during their showdown fight scenes.The voice work of the actors really captured the personalities of the characters. Antonio Banderas's voice had the bravado, arrogance and charisma of Puss, whom we've known and loved since he made his first appearance in ""Shrek 2"" (2004). Selma Hayek lends her sexy sassiness to the voice of the skillful thief Kitty Softpaws, who held a grudge against Puss. Florence Pugh's characteristic raspiness was easily recognizable in Goldilocks's voice.Like before, the characters Puss encounters were all fairy tale and nursery rhyme characters. The choice for main antagonist was Jack Horner, the boy who sat in the corner eating his pies, but he was not little here anymore. He was not as famous as others, so some kids may need a review of his rhyme to refamiliarize. There were a trove of Disney character references you'll have fun identifying, from Mary Poppins, Alice in Wonderland and Jiminy Cricket.Very notable in this latest Dreamworks release is the darkness of the plot, which was also reflected in the artwork styles and situations depicted. Only in trickles, but this must be the first time blood was seen in a Dreamworks animated film. The language and humor used was also more mature, even with some assumed expletives bleeped out. As the topic of death played a major part in the story, scenes with the Wolf can be very scary for little kids. 8/10.PS: The new DreamWorks Animation opening logo precedes this film. It was quite nostalgic to see the DreamWorks boy seeing famous DreamWorks characters old an new -- like Toothless, Po, Boss Baby, a Troll, the Bad Guys and of course, Shrek with Fiona and Donkey -- as his crescent moon flew him around in space before settling in its place."
"33","Joker","Genti26"," Not only fun, but heartfelt too.
","13 December 2022","
            8/10
            ","This is genuinely one of my favorite films of the year. I hope it gets real recognition and people don't dismiss it as ""just an animated film"".I've always liked DreamWorks films, with my favorite being How to Train Your Dragon 2, but after rewatching the first Puss in Boots movie, I wasn't expecting much for this sequel, eleven years after. I like the first installment for sure but it's certainly a lot simpler in story than I'd prefer. This one however, has such a rich emotional aspect to it that I truly felt something during it.There were also certain scenes involving a wolf character that were quite creepy. I think kids will have a lot of fun with this movie, but at the core this is a story about family and understanding the value of things and/or people who are in front of you already. And that's a message that every person of any age can get something out of. The voice acting is top-notch and the animation is such a ridiculous step-up from the last time. This is such a cool direction to take this sequel into and I dug it all the way through.There's really not much negative to say other than the ending feels like it should have been slightly more concise, but that's it. I loved it and I'll rewatch it as soon as it releases on VOD."
"34","Joker","siggirules"," Dreamworks best movie besides Shrek and How to Train your Dragon!
","7 December 2022","
            9/10
            ","I did not have many expectations going into this with my daughter, I've seen the main Shrek movies but noon of the other Puss in Boot's spin-offs. I was shocked at how good a movie this was when the credits rolled!The story itself is functional, but all characters are given meaningful and relatable arcs. Between the melanchonic Puss reaching the end of his days as a great hero, his always positive dog sidekick and the 3 antagonistic parties trying to reach the magical macguffin there is a lot going on and none of it feels forced in.The two greatest assets the movie brings is it's humor and the stunning action scenes. First of all, this movie has bite, it is back to the tone of the first Shrek movie with lots of jokes that are working on a children and adult level of understanding. While the story is easy to follow for kids, the themes explored are relatively mature and will keep adults engaged.Secondly, while Disney/Pixar movies lately fail to make action exiting with their polished CGI style, Puss in boots goes full Into the Spiderverse once a fight breaks out. Glorious 12 frames per second, hyper stylized with all the filters and gimmicks necessary to elevate the big set-pieces to something truly special and memorable. Especially Puss's duels against a mysterious bounty hunter are the highlights.While not entirely original, the Puss in Boots: The Last Wish combines the edgy humor of Shrek with the visual wonders of Into the Spiderverse and strings it along a relatively matured heroes journey coming to it's end tale that is closer to Logan than any other animation I can think off. Oh and just in case (not that I personally care much about it) there is zero political agenda to be found here to be a distraction of the perception."
"35","Joker","Avwillfan89"," A return to form indeed.
","21 January 2023","
            8/10
            ","I was not at all interested in watching this film. As most of the animated movies from the major studios, especially from DreamWorks have been extremely dull and very samey. I can't think of a good one that I've seen since How To Train Your Dragon 2.But then I read all of the brilliant reviews and decided to give this one a go. And to my surprise, it was definitely a welcome change.Puss gets an existential crises when Death (AKA the Big Bad Wolf) comes for his last life after Puss has frivolously wasted his 8 other ones. It's interesting how dark it gets in these scenes, with Puss, who has never been afraid of death, gets scared and has a wakeup call. And learns to value life and the lives of others a bit more.Although it doesn't go as far as I thought it would when it came to heavy themes and character development, it certainly reminded me of the good old days of DreamWorks animation. So I absolutely consider this film a step in the right direction for this studio."
"36","Joker","ucladude1"," unexpectedly GOOD for adults and kids
","24 December 2022","
            9/10
            ","FYI, surprisingly, kids understood jokes aimed at adults. Yes, there are spots of the movies where it's hard to know what they understand because ideas aim at us adults. But, I think the kids still understood it enjoyed the deeper parts.Personally, the movie was very fitting. Like Puss, I'm also trying to find out who I am and who I want to be in life. This was our journey.The stories have great connections romantically, between rivals and newcomers. The stories are about bringing all of us together despite what happened in the past. The stories come together about building a better future for ALL OF US. Let go of selfish wants and desires, focus on OTHERS and let's work together for a better future!"
